% University Website Quality - CSE 4112 Machine Learning Laboratory, KUET
%
% 1225 university landing pages, 71 predictive attributes.
% 60 attributes are nominal {0,1} presence flags; 11 are numeric counts, percentages, ratios or z-scores.
% Identifier columns (uni_id, name, url, country, region) are excluded on purpose so no
% model can memorise a university; index_*.csv maps instance number back to the name.
% All 22 Bangladeshi universities are in the test split and none is in train.
% There are no missing values: they were imputed during dataset construction and every
% imputed column carries a companion *_was_missing flag.
%
% Relation: website_quality_train
% Instances: 981
% Target attribute: website_score (numeric, 0-100)

@relation website_quality_train

@attribute a01_logo {0,1}
@attribute a02_primary_nav {0,1}
@attribute a03_nav_item_count numeric
@attribute a04_search_bar {0,1}
@attribute a05_language_toggle {0,1}
@attribute a06_breadcrumb {0,1}
@attribute a07_qs_badge {0,1}
@attribute a09_national_rank {0,1}
@attribute a11_accreditation {0,1}
@attribute a12_accred_count numeric
@attribute a13_achievements {0,1}
@attribute a14_stats_block {0,1}
@attribute a15_stat_item_count numeric
@attribute a16_notice_board {0,1}
@attribute a17_notice_timestamp {0,1}
@attribute a20_news_events {0,1}
@attribute a21_calendar_link {0,1}
@attribute a22_admission_notice {0,1}
@attribute a23_upcoming_events {0,1}
@attribute a24_event_count numeric
@attribute a25_event_images {0,1}
@attribute a26_event_captions {0,1}
@attribute a27_event_datetime {0,1}
@attribute a28_contests {0,1}
@attribute a29_video_content {0,1}
@attribute a30_image_gallery {0,1}
@attribute a31_social_feed_embed {0,1}
@attribute a32_vision_mission {0,1}
@attribute a33_about_blurb {0,1}
@attribute a34_department_links {0,1}
@attribute a35_faculty_link {0,1}
@attribute a36_research_highlight {0,1}
@attribute a37_programs_listing {0,1}
@attribute a38_scholarship {0,1}
@attribute a39_library_link {0,1}
@attribute a40_career_link {0,1}
@attribute a41_alumni_link {0,1}
@attribute a42_faq_link {0,1}
@attribute a43_contact_link {0,1}
@attribute a44_student_portal {0,1}
@attribute a45_prospectus {0,1}
@attribute a46_admissions_policy {0,1}
@attribute a47_footer_contact {0,1}
@attribute a48_footer_sitemap {0,1}
@attribute a49_copyright_line {0,1}
@attribute a50_social_links {0,1}
@attribute a51_quick_links {0,1}
@attribute a53_contrast_ratio numeric
@attribute a53_contrast_ratio_was_missing {0,1}
@attribute a54_banner_carousel {0,1}
@attribute a57_logo_prominence {0,1}
@attribute a58_live_chat {0,1}
@attribute a59_feedback_form {0,1}
@attribute a60_trust_seal {0,1}
@attribute a61_testimonials {0,1}
@attribute a63_mobile_score numeric
@attribute a65_https {0,1}
@attribute a66_broken_links numeric
@attribute a67_gzip {0,1}
@attribute a69_title_meta {0,1}
@attribute a70_favicon {0,1}
@attribute a71_sitemap_robots {0,1}
@attribute a72_alt_text_pct numeric
@attribute a72_alt_text_pct_was_missing {0,1}
@attribute a73_accessible_design {0,1}
@attribute a74_a11y_toggle {0,1}
@attribute a75_bookmark {0,1}
@attribute broken_links_log numeric
@attribute load_time_z_region numeric
@attribute notice_recency_days numeric
@attribute notice_recency_days_was_missing {0,1}
@attribute website_score numeric

@data
1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,21,0,1,1,0,0,0,1,90,1,0,1,1,1,0,28.6,0,1,1,0,0,0.296828,0,0,84.69
1,1,8,1,1,0,0,1,0,0,1,1,10,1,1,1,0,1,0,5,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,7.94,0,1,1,0,0,0,1,75,1,0,1,1,1,0,23.6,0,1,1,0,0,-0.115806,12,0,84.47
1,1,6,1,0,0,0,0,0,0,1,1,3,1,1,1,0,1,1,11,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,21,0,1,0,0,0,0,0,100,1,0,1,1,1,1,100,0,1,1,0,0,-0.372725,0,0,84.45
1,1,5,1,0,0,0,0,1,1,1,1,6,0,1,1,1,1,1,6,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,5.74,0,1,0,0,0,1,0,75,1,0,1,1,0,0,88.9,0,1,0,0,0,-0.728309,14,0,84.42
1,1,5,1,0,1,0,1,0,0,1,1,3,0,1,1,0,1,1,7,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,21,0,1,1,1,0,0,1,100,1,0,1,1,1,1,19.4,0,1,1,0,0,-0.548746,0,0,84.29
1,1,6,1,1,0,0,1,1,0,1,1,3,1,1,1,1,1,1,7,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,7,0,1,1,0,0,1,0,75,1,0,1,0,1,0,73.8,0,1,1,0,0,-0.346413,0,0,84.24
1,1,8,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,4.83,0,1,1,0,0,0,0,75,1,3,1,0,1,1,35,0,1,0,0,1.38629,2.52291,4,0,84.24
1,1,3,1,1,0,0,1,1,1,1,1,7,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,20.62,0,1,1,0,0,0,1,90,1,0,1,1,1,1,91.4,0,1,0,0,0,-1.10927,3650,1,84.18
1,1,3,1,1,0,1,1,1,1,1,1,10,1,1,1,1,1,1,8,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,21,0,1,1,0,0,0,0,75,1,0,1,1,1,0,78.9,0,1,1,0,0,-0.0674318,0,0,84.16
1,1,5,1,1,0,0,1,0,0,1,1,2,1,1,1,1,1,1,7,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,21,0,1,1,0,0,1,0,75,1,0,1,1,1,1,86.7,0,1,1,0,0,2.40658,5,0,84.16
1,1,5,1,0,1,1,1,0,0,1,1,3,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,17.9,0,1,1,1,1,1,0,100,1,0,1,1,1,1,44.1,0,1,1,0,0,-1.10275,3650,1,84.05
1,1,11,1,1,0,1,1,0,0,1,1,10,1,1,1,1,1,1,20,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,17.4,0,1,1,1,0,0,0,75,1,0,1,0,1,1,98.4,0,1,1,0,0,2.09158,0,0,83.97
1,1,6,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,6,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,4.48,0,1,1,1,0,1,0,75,1,0,0,0,1,1,34.6,0,1,0,0,0,0.502527,27,0,83.97
1,1,11,0,0,0,0,0,0,0,1,1,9,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,15.43,0,1,1,0,0,0,0,75,1,1,1,1,1,1,59.2,0,1,1,0,0.693147,-0.0877803,0,0,83.94
1,1,7,1,1,0,0,1,1,0,1,1,2,0,1,1,1,1,1,4,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,16.15,0,0,0,0,0,1,0,100,1,0,1,1,1,0,20.8,0,1,1,0,0,0.747467,0,0,83.9
0,1,5,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,12,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,21,0,1,0,0,0,0,1,75,1,0,1,0,1,1,84.8,0,1,1,0,0,-0.213002,5,0,83.82
1,1,3,1,0,0,0,1,0,0,1,1,4,1,1,1,1,1,1,14,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,17.78,0,1,1,0,0,1,0,100,1,0,1,1,1,1,92.3,0,1,1,0,0,-1.16347,0,0,83.82
1,1,20,1,1,0,0,1,1,2,1,1,10,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,21,0,1,1,0,0,0,0,75,1,0,1,0,1,0,91.4,0,1,1,0,0,1.92258,0,0,83.8
1,1,2,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,16,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,20.12,0,1,1,0,0,0,0,90,1,0,1,1,1,1,100,0,1,1,0,0,0.286541,3650,1,83.71
1,1,6,1,0,0,0,1,0,0,1,1,8,1,1,1,1,1,1,11,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,21,0,1,0,0,0,0,0,90,1,0,1,1,1,1,71.9,0,1,1,0,0,0.0927718,0,0,83.64
1,1,8,1,0,0,0,1,1,1,1,1,9,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,21,0,1,1,0,0,0,0,75,1,1,1,0,0,0,54.2,0,1,0,0,0.693147,-0.528528,29,0,83.63
1,1,6,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,21,0,1,0,0,0,0,0,100,1,0,1,0,1,1,100,0,1,1,0,0,0.0579683,8,0,83.5
1,1,3,1,1,0,0,1,0,0,1,1,9,1,1,1,1,1,1,13,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,21,0,1,1,0,0,1,0,100,1,0,1,1,1,0,82.4,0,1,1,0,0,-0.968162,4,0,83.47
1,1,7,1,0,0,0,0,0,0,1,1,6,1,1,1,1,1,1,20,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,7.02,0,1,1,1,0,0,0,75,1,0,1,0,1,0,98.2,0,1,1,0,0,-1.19599,0,0,83.44
1,1,7,1,1,0,0,0,0,0,0,1,6,1,1,1,1,1,1,4,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1.3,0,1,1,0,0,0,0,100,1,0,1,1,1,0,96.4,0,1,1,0,0,0.262358,0,0,83.38
1,1,20,1,0,1,0,1,1,1,1,1,10,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,21,0,1,0,1,0,1,1,90,1,0,1,1,1,1,98.3,0,1,1,0,0,0.254239,3650,1,83.33
1,1,8,1,1,0,1,1,1,1,1,1,5,1,1,1,0,1,1,7,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,17.4,0,1,1,0,0,0,0,100,1,0,1,1,1,1,93.1,0,1,1,0,0,1.49244,0,0,83.32
1,1,8,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,4,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,21,0,1,1,0,0,1,0,75,1,0,1,1,1,1,100,0,1,0,0,0,-0.792083,0,0,83.2
1,1,10,1,1,0,0,1,0,0,1,1,10,0,1,1,1,1,0,15,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,21,0,1,1,0,0,0,1,75,1,0,1,1,1,0,76.9,0,1,1,0,0,0.579906,25,0,82.93
0,1,2,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,6,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,8.84,0,0,0,1,0,0,0,100,1,0,1,1,1,1,83.3,0,1,1,0,0,-0.151165,3650,1,82.9
1,1,6,1,1,0,0,1,0,0,1,1,10,0,1,1,1,1,1,3,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,15.87,0,1,1,0,0,0,0,90,1,2,1,1,1,1,16.2,0,1,0,0,1.09861,1.02333,46,0,82.85
1,1,7,1,1,0,0,0,0,0,1,1,2,1,1,1,1,1,1,6,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,21,0,1,1,0,0,0,0,75,1,4,0,1,1,0,56.6,0,1,0,0,1.60944,-0.127531,0,0,82.8
1,1,6,1,1,0,0,0,0,0,0,1,10,0,1,1,1,1,1,6,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,12.63,0,1,1,0,0,1,1,90,1,0,1,1,1,0,2.3,0,1,1,0,0,0.037209,1,0,82.78
1,1,5,1,1,0,0,1,1,1,1,1,10,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,12.64,0,1,1,0,0,1,0,100,1,0,1,1,1,0,100,0,1,1,0,0,0.790146,0,0,82.77
1,1,4,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,9,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,14,0,1,1,0,0,0,0,75,1,0,0,0,1,0,100,0,1,1,0,0,-1.20889,0,0,82.75
1,1,8,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,20,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,5.74,0,1,1,0,0,0,1,90,1,0,1,0,1,1,30.7,0,1,0,0,0,1.99811,0,0,82.71
1,1,6,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,15.43,0,1,1,1,0,0,0,100,1,0,1,1,1,1,100,0,1,1,0,0,-0.634579,0,0,82.63
1,1,6,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,13.19,0,1,1,1,0,1,0,75,1,0,1,1,1,1,97.2,0,1,1,0,0,-0.305604,23,0,82.59
1,1,7,1,1,0,0,1,1,0,1,1,2,1,1,1,1,1,1,2,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,5.74,0,1,1,0,0,1,1,75,1,0,0,1,1,1,79.2,0,1,0,0,0,4.59436,0,0,82.48
1,1,2,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,21,0,1,1,0,0,0,0,100,1,0,1,1,1,0,94.1,0,1,1,0,0,-0.601029,1,0,82.48
1,1,20,1,0,0,0,0,0,0,1,1,7,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,15.43,0,1,1,0,0,0,0,75,1,0,0,0,1,1,52.9,0,1,0,0,0,1.50287,0,0,82.44
1,1,7,1,1,0,0,0,0,0,0,1,8,1,1,1,1,1,1,7,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,21,0,1,1,1,0,0,0,100,1,1,0,1,1,0,59.2,0,1,0,0,0.693147,-0.729928,0,0,82.41
0,1,8,1,0,1,1,1,1,1,1,1,8,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,6.03,0,0,0,0,0,0,1,75,1,0,1,1,1,0,78,0,1,1,0,0,0.394642,7,0,82.39
1,1,7,1,1,0,0,0,0,0,1,1,6,1,1,1,1,1,1,8,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,21,0,1,0,0,0,1,1,100,1,0,1,0,1,0,27.6,0,1,1,0,0,1.68421,0,0,82.21
1,1,4,1,1,0,1,1,0,0,1,1,10,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,12.79,0,1,1,0,0,0,0,100,1,0,0,1,1,0,12,0,1,1,0,0,-0.796235,0,0,82.11
1,1,11,0,1,0,0,1,0,0,1,1,10,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,15.43,0,1,0,0,0,0,0,75,1,1,1,0,1,1,84.1,0,1,1,0,0.693147,0.292854,18,0,82.1
1,1,7,1,0,0,0,0,1,0,1,1,2,1,1,1,1,1,1,20,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,13.58,0,1,1,0,0,0,0,90,1,0,1,0,1,0,38.5,0,1,0,0,0,0.159626,0,0,82.07
1,1,3,1,0,0,0,1,1,1,0,1,4,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,15.43,0,1,1,0,0,1,1,90,1,0,1,1,1,1,14.6,0,1,1,0,0,0.345511,11,0,82.03
1,1,3,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,3,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,21,0,1,1,0,0,1,0,75,1,0,1,1,1,0,14.3,0,1,1,0,0,-0.704088,1,0,81.96
1,1,7,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,21,0,1,1,1,0,0,0,75,1,1,0,1,1,1,85.7,0,1,1,0,0.693147,-0.275565,15,0,81.92
1,1,13,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,21,0,1,1,0,0,1,0,75,1,7,1,0,1,0,20.6,0,0,0,0,2.07944,-0.0146189,134,0,81.84
1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,8,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,2.73,0,1,1,1,0,0,0,75,1,0,1,1,1,0,100,0,1,0,0,0,2.96384,0,0,81.82
1,1,4,1,0,0,0,1,0,0,1,1,7,0,0,1,0,1,1,4,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,20.37,0,1,0,0,0,1,0,90,1,0,1,1,1,1,94.3,0,1,0,0,0,-0.954311,3650,1,81.81
1,1,2,1,1,0,1,1,1,0,1,1,10,0,1,1,1,1,1,17,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,15.23,0,1,1,0,0,0,1,90,1,0,1,1,1,1,100,0,1,1,0,0,-0.445184,0,0,81.8
1,1,4,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,11.53,0,1,1,0,0,0,1,100,1,1,1,1,1,1,94.4,0,1,1,0,0.693147,-0.36071,3650,1,81.79
1,1,6,1,1,0,0,1,1,0,1,1,7,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,21,0,1,1,0,0,0,1,75,1,0,1,0,1,0,95.3,0,1,1,0,0,-0.210375,13,0,81.78
0,1,9,1,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,11.22,0,1,0,1,0,1,0,100,1,0,1,1,1,1,61.9,0,1,1,0,0,0.290613,56,0,81.77
0,1,13,1,0,0,1,1,1,1,1,1,3,0,1,1,1,1,1,5,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,12.63,0,1,0,0,0,0,0,75,1,2,1,0,0,0,95.9,0,1,0,0,1.09861,0.00574895,4,0,81.76
1,1,8,1,0,0,0,1,0,0,1,1,3,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,13.47,0,1,0,1,0,0,1,75,1,0,1,1,1,0,68.8,0,1,1,0,0,0.278805,6,0,81.76
1,1,9,1,0,0,0,1,0,0,0,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,15.43,0,1,1,0,0,1,0,75,1,0,0,0,1,1,100,0,1,0,0,0,-0.0529105,0,0,81.74
1,1,4,1,1,1,0,0,1,1,1,1,5,1,1,1,0,1,1,12,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,9.07,0,1,1,0,0,1,0,90,1,0,1,1,1,0,84.2,0,1,0,0,0,0.247934,12,0,81.69
1,1,6,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,21,0,1,1,1,0,0,0,75,1,0,1,1,1,1,86.4,0,1,1,0,0,-0.888147,3650,1,81.68
1,1,5,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,5,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,15.24,0,1,1,0,0,0,0,75,1,0,1,1,0,0,36.4,0,1,1,0,0,-1.43119,10,0,81.67
1,1,9,0,0,0,0,0,0,0,1,1,10,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,21,0,1,0,0,0,0,0,75,1,0,1,1,1,1,100,0,1,1,0,0,-0.139433,742,0,81.65
1,1,11,1,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,5,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,21,0,1,1,0,0,0,0,75,1,4,1,1,1,0,15.3,0,1,0,0,1.60944,-0.446418,4,0,81.63
0,1,4,1,0,0,0,1,1,1,1,1,10,1,1,1,1,1,1,14,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,9.74,0,1,0,0,0,0,0,90,1,0,0,1,1,1,100,0,1,1,0,0,3.57415,0,0,81.61
1,1,3,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,9,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,5.47,0,1,1,0,0,1,0,100,1,0,1,1,1,1,90.9,0,1,1,0,0,-0.794538,1,0,81.58
0,1,5,1,1,0,0,1,0,0,1,1,8,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,14.45,0,1,0,1,0,0,1,90,1,2,1,1,1,1,50,0,1,0,0,1.09861,0.342818,3650,1,81.52
1,1,1,1,0,0,0,1,1,1,1,1,3,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,0,1,0,0,0,1,1,75,1,0,1,1,1,1,82.2,0,1,1,0,0,-1.01981,3650,1,81.51
1,1,7,1,0,1,0,1,1,1,1,1,6,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,16.57,0,1,1,0,0,0,0,75,1,0,1,0,1,0,94.1,0,1,0,0,0,0.387036,0,0,81.48
1,1,9,0,0,0,0,1,1,1,1,1,10,1,1,1,1,1,0,11,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,6.38,0,1,1,0,0,1,0,75,1,0,1,0,1,1,75.9,0,1,0,0,0,0.180261,270,0,81.45
1,1,13,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,2,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,12.63,0,1,1,0,0,0,0,75,1,0,1,0,0,1,100,0,1,0,0,0,0.031331,453,0,81.4
1,1,10,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,4.48,0,1,1,1,0,0,0,90,1,2,1,1,0,0,23.1,0,1,0,0,1.09861,1.53796,7,0,81.36
1,1,5,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,21,0,0,0,0,0,0,1,75,1,0,1,1,1,1,78.6,0,1,1,0,0,-0.0103956,1,0,81.31
1,1,6,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,6,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,8.36,0,1,0,1,0,0,0,75,1,0,1,1,1,1,97.7,0,1,0,0,0,-0.00293772,1,0,81.3
1,1,8,1,1,0,1,1,1,2,1,1,10,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,14.22,0,1,0,0,0,1,0,75,1,2,1,1,1,1,94.1,0,1,0,0,1.09861,0.139851,3,0,81.29
1,1,4,1,1,0,0,0,0,0,1,1,4,0,1,1,1,1,1,20,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,15.43,0,1,1,0,0,0,0,75,1,0,1,0,1,1,82.4,0,1,1,0,0,-0.299413,11,0,81.28
1,1,6,1,1,0,0,1,1,1,1,1,3,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,18.73,0,1,0,1,0,0,0,90,1,0,1,1,1,1,60,0,1,1,0,0,-1.02054,0,0,81.13
1,1,4,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,13.78,0,1,0,0,0,0,0,100,1,0,1,0,1,0,75.8,0,1,1,0,0,-0.200709,0,0,81.07
1,1,5,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,3.72,0,1,1,1,0,0,0,75,1,0,1,0,1,1,88.9,0,1,0,0,0,0.169583,36,0,81.05
1,1,3,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,15.43,0,1,1,0,0,0,0,75,1,0,0,0,1,1,78.3,0,1,1,0,0,-0.406285,13,0,81.03
